0.0,0.475,0.0,0.475
0.0,0.5,0.0,0.5
0.0,0.525,0.0,0.525
0.0,0.6,0.0,0.6
0.0,0.625,0.0,0.625
0.0,0.65,0.0,0.65
0.0,0.675,0.0,0.675
0.0,0.7,0.0,0.7
0.0,0.725,0.0,0.725
0.0,0.75,0.0,0.75
0.0,0.775,0.0,0.775
0.0,0.8,0.0,0.8
0.0,0.825,0.0,0.825
0.0,0.85,0.0,0.85
0.0,0.875,0.0,0.875
0.0,0.9,0.0,0.9
0.0,0.925,0.0,0.925
0.025,0.45,0.025,0.45
0.025,0.475,0.025,0.475
0.025,0.5,0.025,0.5
0.025,0.525,0.025,0.525
0.025,0.55,0.025,0.55
0.025,0.6,0.025,0.6
0.025,0.625,0.025,0.625
0.025,0.65,0.025,0.65
0.025,0.675,0.025,0.675
0.025,0.7,0.025,0.7
0.025,0.725,0.025,0.725
0.025,0.75,0.025,0.75
0.025,0.775,0.025,0.775
0.025,0.8,0.025,0.8
0.025,0.825,0.025,0.825
0.025,0.85,0.025,0.85
0.025,0.9,0.025,0.9
0.025,0.925,0.025,0.925
0.025,0.95,0.025,0.95
0.05,0.4,0.05,0.4
0.05,0.425,0.05,0.425
0.05,0.45,0.05,0.45
0.05,0.475,0.05,0.475
0.05,0.5,0.05,0.5
0.05,0.525,0.05,0.525
0.05,0.55,0.05,0.55
0.05,0.575,0.05,0.575
0.05,0.6,0.05,0.6
0.05,0.625,0.05,0.625
0.05,0.65,0.05,0.65
0.05,0.675,0.05,0.675
0.05,0.7,0.05,0.7
0.05,0.725,0.05,0.725
0.05,0.75,0.05,0.75
0.05,0.775,0.05,0.775
0.05,0.8,0.05,0.8
0.05,0.825,0.05,0.825
0.05,0.85,0.05,0.85
0.05,0.925,0.05,0.925
0.05,0.95,0.05,0.95
0.075,0.375,0.075,0.375
0.075,0.4,0.075,0.4
0.075,0.425,0.075,0.425
0.075,0.45,0.075,0.45
0.075,0.5,0.075,0.5
0.075,0.6,0.075,0.6
0.075,0.625,0.075,0.625
0.075,0.65,0.075,0.65
0.075,0.675,0.075,0.675
0.075,0.7,0.075,0.7
0.075,0.725,0.075,0.725
0.075,0.75,0.075,0.75
0.075,0.775,0.075,0.775
0.075,0.8,0.075,0.8
0.075,0.825,0.075,0.825
0.075,0.85,0.075,0.85
0.075,0.925,0.075,0.925
0.075,0.95,0.075,0.95
0.075,0.975,0.075,0.975
0.075,1.0,0.075,1.0
0.1,0.375,0.1,0.375
0.1,0.4,0.1,0.4
0.1,0.45,0.1,0.45
0.1,0.6,0.1,0.6
0.1,0.625,0.1,0.625
0.1,0.65,0.1,0.65
0.1,0.675,0.1,0.675
0.1,0.7,0.1,0.7
0.1,0.725,0.1,0.725
0.1,0.75,0.1,0.75
0.1,0.775,0.1,0.775
0.1,0.8,0.1,0.8
0.1,0.95,0.1,0.95
0.1,0.975,0.1,0.975
0.1,1.0,0.1,1.0
0.125,0.375,0.125,0.375
0.125,0.4,0.125,0.4
0.125,0.425,0.125,0.425
0.125,0.575,0.125,0.575
0.125,0.6,0.125,0.6
0.125,0.625,0.125,0.625
0.125,0.65,0.125,0.65
0.125,0.675,0.125,0.675
0.125,0.7,0.125,0.7
0.125,0.725,0.125,0.725
0.125,0.75,0.125,0.75
0.125,0.775,0.125,0.775
0.125,0.8,0.125,0.8
0.125,0.975,0.125,0.975
0.125,1.0,0.125,1.0
0.15,0.375,0.15,0.375
0.15,0.4,0.15,0.4
0.15,0.425,0.15,0.425
0.15,0.55,0.15,0.55
